Datum,Anlage,ZP_ID,Einspeisung + Ausfallarbeit [kWh],Performance [€/MWh]
2023-02-01T00:00:00,"50H_SO_Weinbergen_3_(EB)","VZP_ID_175",6033.45,-0.78638
2023-02-01T00:00:00,"50H_SO_Weinbergen_4_(EB)","VZP_ID_176",6033.45,-0.78638
2023-02-01T00:00:00,"50H_SO_Herzberg_01","VZP_ID_177",25134.99,2.84674
2023-02-01T00:00:00,"50H_SO_Herzberg_02","VZP_ID_178",13824.25,2.84674
2023-02-01T00:00:00,"50H_SO_Urbach-Menteroda_03","VZP_ID_179",6704.32,-0.52783
2023-02-01T00:00:00,"50H_SO_Sangerhausen_04-1","VZP_ID_180",33937.13,-0.03635
2023-02-01T00:00:00,"50H_SO_Sangerhausen_04-2","VZP_ID_181",25145.37,-0.03634
2023-02-01T00:00:00,"50H_SO_Werther Pützlingen_02_(EB)","VZP_ID_182",7308.83,-0.29937
2023-02-01T00:00:00,"50H_SO_Werther Pützlingen_01_(EB)","VZP_ID_183",15770.66,-0.29936
2023-02-01T00:00:00,"50H_SO_Weißwasser-Altwerk_0001","VZP_ID_184",18379.07,1.25274
2023-02-01T00:00:00,"50H_SO_Weißwasser-Altwerk_0002","VZP_ID_185",18373.43,1.25274
2023-02-01T00:00:00,"50H_SO_Limlingerode_03","VZP_ID_186",4615.9,-0.32306
2023-02-01T00:00:00,"50H_SO_Herzberg_03","VZP_ID_187",8303.76,2.84674
2023-02-01T00:00:00,"50H_SO_Wanzleben-Dreileben_01","VZP_ID_188",25867.44,-1.34369
2023-02-01T00:00:00,"50H_SO_Wanzleben-Dreileben_02","VZP_ID_189",9678.559999999999,-1.34368
2023-02-01T00:00:00,"50H_SO_Limlingerode_04","VZP_ID_190",755.33,-0.32313
2023-02-01T00:00:00,"50H_SO_Hohenstein_06_(EB)","VZP_ID_191",6138.06,-1.17816
2023-02-01T00:00:00,"50H_SO_Erdeborn_001_(EB)","VZP_ID_193",32620.86,-0.91894
2023-02-01T00:00:00,"50H_SO_Erdeborn_002_(EB)","VZP_ID_194",23570.64,-0.91894
2023-02-01T00:00:00,"50H_SO_Heringen_00022","VZP_ID_195",9801.84,-1.51732
2023-02-01T00:00:00,"50H_SO_Heringen_00023","VZP_ID_196",5828.12,-1.51733
2023-02-01T00:00:00,"50H_SO_Heringen_00021","VZP_ID_197",2781.6,-1.51733
2023-02-01T00:00:00,"50H_SO_Massen_03_(EB)","VZP_ID_198",10352.72,3.23218
2023-02-01T00:00:00,"50H_SO_Hohenstein_07_(EB)","VZP_ID_199",13549.4,-1.17817
2023-02-01T00:00:00,"50H_SO_Massen_02_(EB)","VZP_ID_200",33363.66,3.23219
2023-02-01T00:00:00,"50H_SO_Heringen_00024","VZP_ID_201",6799.47,-1.51733
2023-02-01T00:00:00,"50H_SO_Weinbergen_6_(EB)","VZP_ID_202",4558.92,-0.78638
2023-02-01T00:00:00,"50H_SO_Weinbergen_7_(EB)","VZP_ID_203",4103.03,-0.78637
2023-02-01T00:00:00,"50H_SO_Weinbergen_8_(EB)","VZP_ID_204",4103.03,-0.78637
2023-02-01T00:00:00,"50H_SO_Weinbergen_9_(EB)","VZP_ID_205",6838.39,-0.78638
2023-02-01T00:00:00,"TEN_SO_Sedelsberg_01","VZP_ID_208",6230.52,-8.028180000000001
2023-02-01T00:00:00,"TEN_SO_Sedelsberg_02","VZP_ID_209",6326.07,-8.0282
2023-02-01T00:00:00,"50H_SO_Finsterwalde_01_(EB)","VZP_ID_210",5888.03,-3.16341
2023-02-01T00:00:00,"50H_SO_Finsterwalde_02_(EB)","VZP_ID_211",5888.03,-3.16341
2023-02-01T00:00:00,"50H_SO_Mackenrode_03","VZP_ID_212",2546.92,-0.37046
2023-02-01T00:00:00,"50H_SO_Marth_01","VZP_ID_213",8323.950000000001,2.2978
2023-02-01T00:00:00,"50H_SO_Marth_02","VZP_ID_214",5574.24,2.29782
2023-02-01T00:00:00,"50H_SO_Aschersleben_02","VZP_ID_215",32472.82,-0.74685
2023-02-01T00:00:00,"50H_SO_Aschersleben_03","VZP_ID_216",32552.71,-0.74685
2023-02-01T00:00:00,"50H_SO_Großengottern_01","VZP_ID_217",9719.65,-1.31231
2023-02-01T00:00:00,"50H_SO_Großengottern_02","VZP_ID_218",8288.700000000001,-1.31233
2023-02-01T00:00:00,"50H_SO_Großengottern_03","VZP_ID_219",4859.82,-1.3123
2023-02-01T00:00:00,"50H_SO_Großengottern_04","VZP_ID_220",4859.82,-1.3123
2023-02-01T00:00:00,"AMP_SO_Ense Waltringen_01","VZP_ID_221",34697.57,1.99123
2023-02-01T00:00:00,"AMP_SO_Ense Waltringen_02","VZP_ID_222",19278.23,1.99123
2023-02-01T00:00:00,"50H_SO_Großengottern_05","VZP_ID_225",1295.95,-1.31226
2023-02-01T00:00:00,"50H_SO_Römhild_02_0001","VZP_ID_226",3604.72,-4.60753
2023-02-01T00:00:00,"50H_SO_Römhild_02_0002","VZP_ID_227",4363.28,-4.60754
2023-02-01T00:00:00,"50H_SO_Wanzleben_01","VZP_ID_228",13692.56,-1.58348
2023-02-01T00:00:00,"50H_SO_Wanzleben_02","VZP_ID_229",12783.6,-1.58348
2023-02-01T00:00:00,"50H_SO_Ebeleben_03","VZP_ID_232",1506.22,-2.07866
2023-02-01T00:00:00,"50H_SO_Heringen_00012","VZP_ID_88",4389.98,-1.3358
2023-02-01T00:00:00,"TRA_WI_Dischingen_01","VZP_ID_92",633905.21,9.308719999999999
2023-02-01T00:00:00,"TRA_WI_Dischingen_02","VZP_ID_93",633905.21,9.308719999999999
2023-02-01T00:00:00,"TRA_WI_Dischingen_03","VZP_ID_94",633905.21,9.308719999999999
2023-02-01T00:00:00,"TRA_WI_Dischingen_04","VZP_ID_95",633905.21,9.308719999999999
2023-02-01T00:00:00,"TRA_WI_Dischingen_05","VZP_ID_96",633905.21,9.308719999999999
2023-02-01T00:00:00,"TRA_SO_Aichtal","ZP_ID_0001",15319.13,-1.12708
2023-02-01T00:00:00,"TRA_SO_Althengstett","ZP_ID_0002",15309.85,-2.41297
2023-02-01T00:00:00,"TEN_SO_Freden_1","ZP_ID_0004",57657.5,2.23274
2023-02-01T00:00:00,"TEN_SO_Gründau _1","ZP_ID_0006",16514.86,0.9479300000000001
2023-02-01T00:00:00,"TEN_SO_Gründau _2","ZP_ID_0007",7922.96,0.72783
2023-02-01T00:00:00,"AMP_WI_Schöneseiffen","ZP_ID_0013",490632,6.51286
2023-02-01T00:00:00,"AMP_WI_Klosterkumbd","ZP_ID_0014",3210474.14,7.60039
2023-02-01T00:00:00,"AMP_WI_Balve_(PPA)","ZP_ID_0016",50576.07,3.54232
2023-02-01T00:00:00,"AMP_WI_Benkamp","ZP_ID_0017",70990.14999999999,-0.15953
2023-02-01T00:00:00,"AMP_WI_Bölling_1","ZP_ID_0018",0,
2023-02-01T00:00:00,"AMP_WI_Bölling_2","ZP_ID_0019",231570.65,8.11604
2023-02-01T00:00:00,"AMP_WI_Erbscheid_(PPA)","ZP_ID_0020",53613.16,2.79094
2023-02-01T00:00:00,"AMP_WI_Leisberg_(PPA)","ZP_ID_0021",97628.64999999999,0.63484
2023-02-01T00:00:00,"AMP_WI_Oesbern_(PPA)","ZP_ID_0025",55438.25,0.27946
2023-02-01T00:00:00,"AMP_WI_Rölvede","ZP_ID_0026",146545.6,14.87908
2023-02-01T00:00:00,"AMP_WI_Wersbecke","ZP_ID_0028",186444.25,8.522360000000001
2023-02-01T00:00:00,"50H_WI_Kirchengel_(PPA)","ZP_ID_0029",382765.2,-4.8215
2023-02-01T00:00:00,"50H_WI_Kalbe_(PPA)","ZP_ID_0031",1899940.35,2.51403
2023-02-01T00:00:00,"50H_WI_Hindenburg_(PPA)","ZP_ID_0033",492681.36,-2.42469
2023-02-01T00:00:00,"AMP_WI_Ochtrup_4_(PPA)","ZP_ID_0036",90819.85000000001,-4.59177
2023-02-01T00:00:00,"AMP_WI_Ochtrup_5_(PPA)","ZP_ID_0039",55808.75,-6.94541
2023-02-01T00:00:00,"AMP_WI_Stemwede_2_(PPA)","ZP_ID_0053",552038.1,-7.50911
2023-02-01T00:00:00,"AMP_WI_Stemwede_1_(PPA)","ZP_ID_0054",0,
2023-02-01T00:00:00,"AMP_WI_Velbert","ZP_ID_0061",135075,2.29549
2023-02-01T00:00:00,"TEN_WI_Königslutter","ZP_ID_0067",377952,-8.50972
2023-02-01T00:00:00,"TEN_WI_Petershagen_01_PPA","ZP_ID_0068",86087.98,-6.90826
2023-02-01T00:00:00,"TEN_WI_Wöhrden_1","ZP_ID_0072",2344757.04,-5.06141
2023-02-01T00:00:00,"AMP_WI_Rayerschied","ZP_ID_0073",2333773.96,6.43706
2023-02-01T00:00:00,"AMP_WI_Sassenberg","ZP_ID_0075",328914.55,-6.19881
2023-02-01T00:00:00,"TRA_WI_Frankenhardt","ZP_ID_0077",347892,3.93856
2023-02-01T00:00:00,"AMP_WI_Ollarzried_II","ZP_ID_0097",290417,7.98279
2023-02-01T00:00:00,"50H_WI_Göttin_0000_Summenzählpunkt","ZP_ID_0099",523195.65,-2.04318
2023-02-01T00:00:00,"50H_SO_Edersleben_2","ZP_ID_0128",190744.92,-0.50862
2023-02-01T00:00:00,"50H_SO_Lutherstadt_Eisleben","ZP_ID_0131",18292.18,0.47157
2023-02-01T00:00:00,"50H_SO_Polleben","ZP_ID_0136",19560.63,0.75901
2023-02-01T00:00:00,"50H_SO_Polleben_2","ZP_ID_0137",21300.54,-0.92014
2023-02-01T00:00:00,"50H_SO_Ringleben","ZP_ID_0138",12919.59,-0.49612
2023-02-01T00:00:00,"50H_SO_Röblingen am See","ZP_ID_0139",10767.98,1.13047
2023-02-01T00:00:00,"50H_SO_Wolferstedt","ZP_ID_0143",87326.25,0.98548
2023-02-01T00:00:00,"AMP_NF_BI_Hagen-Kabel","ZP_ID_0144",4051101.75,6.98153
2023-02-01T00:00:00,"TEN_WI_Nieheim","ZP_ID_0161",691673.1,0.51923
2023-02-01T00:00:00,"50H_SO_Teutschenthal","ZP_ID_0168",39040.92,-0.14811
2023-02-01T00:00:00,"TEN_SO_Wielenbach","ZP_ID_0175",76203.28,-1.16517
2023-02-01T00:00:00,"TEN_WI_Beratzhausen","ZP_ID_0176",131792.6,-1.90171
2023-02-01T00:00:00,"AMP_WI_Hagen_Dahl_WEA_E44","ZP_ID_0178",106669.52,6.08004
2023-02-01T00:00:00,"AMP_WI_Radevormwald_(PPA)","ZP_ID_0179",272157.36,5.90141
2023-02-01T00:00:00,"AMP_NF_WA_LWK_Bockeloh","ZP_ID_0181",600905.9,-0.5188700000000001
2023-02-01T00:00:00,"AMP_NF_WA_LWK_Siesel","ZP_ID_0182",355738.5,0.81593
2023-02-01T00:00:00,"AMP_NF_WA_LWK_Wilhelmsthal_Turbine","ZP_ID_0183",16122.4,-28.39896
2023-02-01T00:00:00,"AMP_NF_BI_BHKW_MS_Coerde_Deponiegas","ZP_ID_0186",6930.05,-6.51252
2023-02-01T00:00:00,"AMP_NF_BI_BHKW_MS_Coerde_Biogas","ZP_ID_0187",12705.1,-6.51253
2023-02-01T00:00:00,"AMP_NF_BI_BHKW_MS_Coerde_Klärgas","ZP_ID_0188",18865.15,-6.51251
2023-02-01T00:00:00,"50H_SO_Kalbsrieth","ZP_ID_0189",364215.58,-0.9631
2023-02-01T00:00:00,"TEN_SO_Warmsen","ZP_ID_0260",70581.33,2.22176
2023-02-01T00:00:00,"50H_WI_Hemden_(PPA)","ZP_ID_0263",265787.25,-7.76731
2023-02-01T00:00:00,"AMP_SO_Dortmund-Grevel","ZP_ID_0264",104308.75,3.23136
2023-02-01T00:00:00,"50H_SO_Neukirchen","ZP_ID_0265",2408.41,-2.01782
2023-02-01T00:00:00,"TRA_SO_Bammental","ZP_ID_0269",14878,-1.78039
2023-02-01T00:00:00,"50H_SO_Wiederstedt","ZP_ID_0270",11928.72,-1.2739
2023-02-01T00:00:00,"50H_SO_Landsberg","ZP_ID_0276",160428.42,-0.67202
2023-02-01T00:00:00,"AMP_SO_Büttelborn","ZP_ID_0299",3623.15,-15.27352
2023-02-01T00:00:00,"50H_SO_Stendal_1","ZP_ID_0305",23407.88,0.4495
2023-02-01T00:00:00,"AMP_SO_Ludwigshafen","ZP_ID_0307",10069.15,-0.6142300000000001
2023-02-01T00:00:00,"50H_SO_Wanzleben-Börde","ZP_ID_0308",19150,-1.39059
2023-02-01T00:00:00,"50H_SO_Burg-Troxel","ZP_ID_0309",48569.34,-0.14735
2023-02-01T00:00:00,"50H_SO_Schönhausen_2","ZP_ID_0319",10017.98,5.93416
2023-02-01T00:00:00,"50H_SO_Sandhagen","ZP_ID_0321",17478,3.73984
2023-02-01T00:00:00,"AMP_SO_Oberursel","ZP_ID_0324",648.26,-20.38556
2023-02-01T00:00:00,"50H_SO_Edersleben_3","ZP_ID_0333",96898.56,-0.23775
2023-02-01T00:00:00,"AMP_NF_WA_Sundern_Sorpe","ZP_ID_0347",120554.2,20.10734
2023-02-01T00:00:00,"AMP_SO_Wermelskirchen","ZP_ID_0348",8302.93,5.36211
2023-02-01T00:00:00,"AMP_SO_Bergisch-Gladbach_01","ZP_ID_0349",8296.09,2.25875
2023-02-01T00:00:00,"50H_SO_Großschirma_1","ZP_ID_0350",3039.88,-2.85436
2023-02-01T00:00:00,"50H_SO_Großschirma_2","ZP_ID_0351",5140.98,-2.25946
2023-02-01T00:00:00,"50H_SO_Dettmannsdorf_01","ZP_ID_0352",7605.75,3.77999
2023-02-01T00:00:00,"AMP_SO_Altena-Kleinendrescheid","ZP_ID_0355",4711.22,6.25372
2023-02-01T00:00:00,"50H_SO_Lugau","ZP_ID_0360",4585.65,0.2678
2023-02-01T00:00:00,"TEN_SO_Freden_2","ZP_ID_0362",87693,2.21556
2023-02-01T00:00:00,"AMP_SO_Clausen","ZP_ID_0367",183689.4,2.20521
2023-02-01T00:00:00,"AMP_SO_Dienheim","ZP_ID_0368",6397.26,-2.79708
2023-02-01T00:00:00,"50H_SO_Möckern-Hohenziatz","ZP_ID_0369",5226.21,2.97588
2023-02-01T00:00:00,"AMP_SO_Landstuhl-Dach","ZP_ID_0370",31472.4,-0.93815
2023-02-01T00:00:00,"50H_SO_Heidenau","ZP_ID_0375",13590.5,0.98063
2023-02-01T00:00:00,"50H_SO_Johanngeorgenstadt","ZP_ID_0377",69213,0.44762
2023-02-01T00:00:00,"AMP_SO_Kaiserslautern-Denisstraße","ZP_ID_0381",14740.2,-3.2532
2023-02-01T00:00:00,"50H_SO_Döbeln","ZP_ID_0382",11552.35,0.65019
2023-02-01T00:00:00,"50H_SO_Genthin_02","ZP_ID_0383",16407.68,-0.06858
2023-02-01T00:00:00,"TRA_SO_Kornwestheim","ZP_ID_0384",12311.4,-1.42944
2023-02-01T00:00:00,"AMP_SO_Landstuhl-Freifläche","ZP_ID_0385",34891.06,-0.58285
2023-02-01T00:00:00,"AMP_SO_Mehlingen-Abtstraße","ZP_ID_0386",16561.5,-1.97092
2023-02-01T00:00:00,"AMP_SO_Mehlingen-Fröhnerhof","ZP_ID_0387",17541.99,0.53969
2023-02-01T00:00:00,"TRA_SO_Horgenzell","ZP_ID_0388",2825.07,-9.55969
2023-02-01T00:00:00,"50H_SO_Vorbeck","ZP_ID_0389",4986.23,4.79411
2023-02-01T00:00:00,"50H_SO_Dettmannsdorf_02","ZP_ID_0390",4325.54,4.11155
2023-02-01T00:00:00,"AMP_SO_Kaiserslautern-Einsiedlerhof","ZP_ID_0391",99367,0.11491
2023-02-01T00:00:00,"AMP_SO_Miesau","ZP_ID_0392",25189.43,0.58414
2023-02-01T00:00:00,"AMP_SO_Dortmund-Deusenberg","ZP_ID_0394",164943,4.04268
2023-02-01T00:00:00,"50H_SO_Gröningen","ZP_ID_0395",8331.030000000001,-0.3183
2023-02-01T00:00:00,"AMP_SO_Frankenthal","ZP_ID_0396",10107.63,-0.63814
2023-02-01T00:00:00,"TEN_SO_Achim_01","ZP_ID_0397",34470.32,3.00578
2023-02-01T00:00:00,"50H_SO_Sangerhausen_03","ZP_ID_0400",3756.98,-1.27014
2023-02-01T00:00:00,"TRA_SO_Ingelfingen","ZP_ID_0403",8077,-0.76552
2023-02-01T00:00:00,"50H_SO_Magdeburg","ZP_ID_0404",9691.129999999999,-9.28154
2023-02-01T00:00:00,"50H_SO_Dettmannsdorf_04","ZP_ID_0406",18750.25,5.88523
2023-02-01T00:00:00,"50H_SO_Aspenstedt","ZP_ID_0407",4934.71,0.19712
2023-02-01T00:00:00,"TRA_SO_Tettnang_01","ZP_ID_0408",11996.76,-3.01371
2023-02-01T00:00:00,"50H_SO_Genthin_03","ZP_ID_0409",9286.799999999999,1.54393
2023-02-01T00:00:00,"TEN_SO_Spenge","ZP_ID_0410",3842.63,-1.12868
2023-02-01T00:00:00,"AMP_SO_Laer","ZP_ID_0411",2002.22,-0.11588
2023-02-01T00:00:00,"AMP_SO_Geilenkirchen","ZP_ID_0412",3067.27,-2.9069
2023-02-01T00:00:00,"TEN_SO_Bünde","ZP_ID_0413",557,-23.08817
2023-02-01T00:00:00,"TRA_SO_Kirchberg","ZP_ID_0414",102.56,13.41058
2023-02-01T00:00:00,"AMP_SO_Bad Laasphe","ZP_ID_0416",7537.9,-0.87841
2023-02-01T00:00:00,"50H_SO_Mühlberg","ZP_ID_0417",30163.94,0.07947
2023-02-01T00:00:00,"AMP_SO_Hamm","ZP_ID_0419",11474.5,2.29286
2023-02-01T00:00:00,"50H_SO_Falkenberg_02","ZP_ID_0420",11505.92,1.22647
2023-02-01T00:00:00,"50H_SO_Oranienburg","ZP_ID_0421",7179.17,1.3985
2023-02-01T00:00:00,"50H_SO_Cottbus_02","ZP_ID_0422",22521.75,3.57022
2023-02-01T00:00:00,"TRA_SO_Tettnang_02","ZP_ID_0423",5957,-12.87211
2023-02-01T00:00:00,"50H_SO_Stangengrün_01","ZP_ID_0426",2147.11,0.20141
2023-02-01T00:00:00,"50H_SO_Stangengrün_02","ZP_ID_0427",2289.06,0.20158
2023-02-01T00:00:00,"50H_SO_Stangengrün_03","ZP_ID_0428",2221.13,0.20121
2023-02-01T00:00:00,"50H_SO_Stangengrün_04","ZP_ID_0429",2140.97,0.20153
2023-02-01T00:00:00,"50H_SO_Stangengrün_05","ZP_ID_0430",3492.12,0.20124
2023-02-01T00:00:00,"50H_SO_Stangengrün_06","ZP_ID_0431",1999.07,0.20159
2023-02-01T00:00:00,"50H_SO_Stangengrün_07","ZP_ID_0432",2838.08,0.2011
2023-02-01T00:00:00,"50H_SO_Straufhain_01","ZP_ID_0433",4445.4,-2.69644
2023-02-01T00:00:00,"50H_SO_Römhild_01","ZP_ID_0435",4710.1,-1.80171
2023-02-01T00:00:00,"50H_SO_Falkenberg_03","ZP_ID_0436",11505.92,1.22647
2023-02-01T00:00:00,"50H_SO_Ilmtal-Weinstraße","ZP_ID_0437",7708.9,-0.59842
2023-02-01T00:00:00,"50H_SO_Dettmannsdorf_03","ZP_ID_0439",11276.01,5.71144
2023-02-01T00:00:00,"50H_SO_Dettmannsdorf_05","ZP_ID_0440",6264.49,6.04046
2023-02-01T00:00:00,"TEN_SO_Enger","ZP_ID_0441",12603.61,0.86522
2023-02-01T00:00:00,"AMP_SO_Hattingen_02","ZP_ID_0444",19347.4,1.62281
2023-02-01T00:00:00,"AMP_SO_Wiesbaden","ZP_ID_0445",2349.2,-20.27913
2023-02-01T00:00:00,"TEN_SO_Bruckmühl","ZP_ID_0484",5834.77,-0.7886
2023-02-01T00:00:00,"50H_SO_Straufhain_02","ZP_ID_0486",5046.35,-2.24182
2023-02-01T00:00:00,"TEN_SO_Hanau","ZP_ID_0487",2991.3,1.34823
2023-02-01T00:00:00,"50H_SO_Gutow","ZP_ID_0488",22193.1,4.54348
2023-02-01T00:00:00,"AMP_SO_Swisttal_01","ZP_ID_0490",76.95999999999999,-52.8016
2023-02-01T00:00:00,"AMP_SO_Iserlohn","ZP_ID_0491",7991.72,1.13383
2023-02-01T00:00:00,"50H_SO_Ködderitzsch","ZP_ID_0495",14254.8,-0.83714
2023-02-01T00:00:00,"TEN_SO_Sachsenhagen","ZP_ID_0496",8197.25,3.05884
2023-02-01T00:00:00,"TEN_SO_Bad Oeynhausen","ZP_ID_0497",2467.41,-4.47239
2023-02-01T00:00:00,"TEN_SO_Lemgo","ZP_ID_0501",11103.3,2.98355
2023-02-01T00:00:00,"50H_SO_Kuhlen-Wendorf","ZP_ID_0503",20253.4,4.48885
2023-02-01T00:00:00,"TEN_SO_Wirdum","ZP_ID_0504",3964.24,-7.0641
2023-02-01T00:00:00,"TEN_SO_Seggebruch","ZP_ID_0505",8763.969999999999,1.72701
2023-02-01T00:00:00,"AMP_KWK_Lüdenscheid_01","ZP_ID_0506",2765,-5.97767
2023-02-01T00:00:00,"50H_SO_Erfurt-Egstedt","ZP_ID_0507",15841.7,-0.38254
2023-02-01T00:00:00,"TEN_SO_Neuötting","ZP_ID_0508",7569.39,-2.64252
2023-02-01T00:00:00,"TEN_SO_Battenberg","ZP_ID_0510",6579.23,-0.30139
2023-02-01T00:00:00,"50H_SO_Helbra","ZP_ID_0511",4033.89,1.13554
2023-02-01T00:00:00,"TEN_SO_Minden","ZP_ID_0512",2034.43,-10.17049
2023-02-01T00:00:00,"50H_SO_Bad Langensalza","ZP_ID_0514",4102.68,-1.205
2023-02-01T00:00:00,"TEN_SO_Hille_01","ZP_ID_0518",5765.29,0.89957
2023-02-01T00:00:00,"50H_SO_Hörselberg","ZP_ID_0519",40455.37,1.92759
2023-02-01T00:00:00,"AMP_SO_Kleve","ZP_ID_0520",18832,-0.45394
2023-02-01T00:00:00,"AMP_SO_Bönen_01","ZP_ID_0521",13094,-2.27422
2023-02-01T00:00:00,"50H_SO_Fienstedt","ZP_ID_0522",19687.56,-0.03612
2023-02-01T00:00:00,"AMP_SO_Emmerich","ZP_ID_0523",4257.1,4.72724
2023-02-01T00:00:00,"50H_SO_Königsee-Rottenbach","ZP_ID_0524",12370.62,-0.72867
2023-02-01T00:00:00,"AMP_SO_Gronau_01","ZP_ID_0525",9632.530000000001,-8.8955
2023-02-01T00:00:00,"AMP_SO_Gronau_02","ZP_ID_0526",7088.52,0.89858
2023-02-01T00:00:00,"TEN_SO_Achim_02","ZP_ID_0527",35251.55,3.03904
2023-02-01T00:00:00,"AMP_SO_Beelen","ZP_ID_0528",5337.35,1.57557
2023-02-01T00:00:00,"AMP_SO_Reken","ZP_ID_0529",569.26,-10.74485
2023-02-01T00:00:00,"50H_SO_Taucha_02","ZP_ID_0530",17180.75,-1.43463
2023-02-01T00:00:00,"AMP_SO_Nordhorn","ZP_ID_0531",15061.48,-0.00146
2023-02-01T00:00:00,"50H_SO_Zehrental","ZP_ID_0533",21623.1,2.21693
2023-02-01T00:00:00,"50H_SO_Allstedt","ZP_ID_0534",4367.25,0.82214
2023-02-01T00:00:00,"50H_SO_Golzow","ZP_ID_0535",23849.75,-0.31225
2023-02-01T00:00:00,"50H_SO_Grebs-Niendorf_01","ZP_ID_0536",18126.42,4.07897
